"E6010100","E6010200","E6010300","E6010400","E6010500","E6010600","E6010700","E6010800","E6010900","E6011000","E6011100","E6011200","E6011300","E6011400","E6011500","E6011600","E6011700","E6011800","E6011900","E6012000","E6012100","E6012200","E6012300","E6012400","E6012500","E6012600","E6012700","E6012800","E6012900","E6013000","E6013100","E6013200","E6013300","E6013400","E6013500","H0001600","H0003200","H0003300","H0003400","H0014700","R0000100","R0000600","R0009600","R0017300","R0173600","R0214700","R0214800","R0215310","R0216701","R0217502","R0304900","R0307100","R0407510","R0481600","R0618200","R0618300","R0618301","R0618901","R0898201","R1145001","R1520201","R1774000","R1890901","R1892220","R2258001","R2445401","R2734200","R2871101","R3074801","R3127300","R3127500","R3146100","R3279401","R3401501","R3403500","R3656901","R3657700","R4007401","R4008200","R4418501","R5103900","R5166901","R5626201","R6479600","R6480400","R7007300","R7704600","T0912400"
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,447,717,447,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5550,5783,2,-4,57,20,5,12,5,3,2,2055,12,2,0,0,4,507,38,38,30830,12,12,12,12,118,12,11,12,12,0,12,12,440,1,0,26000,12,19,12,2400,12,2915,12,12,12,22000,12,-3,12,12,12000
937,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5724,5881,1,1,58,22,3,15,5,3,2,1770,15,5,0,0,4,502,96,87,91625,16,16,16,16,130,16,5,16,16,0,16,16,910,2,0,23000,17,5,17,1356,17,3345,17,17,17,36800,17,3180,17,-5,55500
-4,-4,-4,-4,-4,-4,-4,339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5380,5792,3,1,59,20,28,12,1,3,1,2176,12,5,1,0,7,509,96,97,98841,12,12,12,12,193,12,8,12,12,0,12,12,172,1,0,28000,12,8,12,1720,12,1920,12,12,12,30000,12,4800,12,12,-2
-4,-4,-4,-4,-4,-4,-4,339,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,60,17,28,10,1,3,1,1596,10,5,0,0,3,511,68,75,82980,12,-5,12,12,199,12,7,12,12,0,12,12,172,1,0,74283,12,9,12,2070,12,2480,12,12,12,58000,12,4040,12,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,590,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,4950,5430,3,0,61,16,22,10,5,3,2,970,10,4,-1,0,5,505,99,99,99150,12,12,12,13,138,13,10,13,14,0,14,14,711,1,1,21600,14,14,14,1840,14,3240,14,14,14,32100,14,4200,14,14,63000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,849,849,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5591,5587,2,0,62,14,6,8,5,3,2,-4,8,4,2,0,0,510,30,31,36384,10,11,12,12,180,12,8,12,12,0,12,12,841,1,0,20000,12,14,12,2032,12,1862,12,12,12,28000,12,3920,12,13,30000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5592,5875,2,1,63,19,5,12,1,3,1,1416,12,3,0,1,3,510,95,91,87934,14,15,16,16,165,16,7,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,16,16,68000,16,5100,16,16,108000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,64,17,5,11,1,3,1,815,11,6,0,0,4,600,79,88,92989,12,12,12,12,175,12,10,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,65,15,5,9,5,3,2,-4,9,6,0,0,1,506,72,71,75171,11,12,13,14,140,15,8,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,138,937,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4307,4938,4,-4,66,15,3,8,1,3,1,-4,8,4,3,0,0,508,14,18,22649,10,11,12,13,175,14,8,14,14,0,14,14,901,2,0,-1,14,14,-5,-5,14,3920,14,14,14,-1,14,680,-5,14,25000
-4,-4,-4,-4,-4,-4,-4,709,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5752,5574,1,1,67,21,3,14,1,3,1,585,14,4,1,0,3,601,99,99,93246,16,16,16,17,-5,-5,-5,-5,18,0,18,18,710,1,0,74283,18,8,18,2380,18,3710,18,18,18,138775,-5,-5,-5,18,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,739,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,6098,4695,1,1,68,16,3,10,5,3,2,152,10,4,0,0,4,509,99,99,100000,12,13,14,15,135,16,10,16,16,0,16,16,740,1,0,50000,16,11,16,2025,16,1340,16,16,16,0,16,0,16,16,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5658,6076,1,1,69,14,29,8,1,3,1,-4,8,4,0,0,0,601,72,78,86703,10,11,12,13,175,14,3,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,18,18,18,45000,18,4494,18,18,120000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,738,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5431,5118,3,1,70,17,3,11,1,3,1,1064,11,4,0,0,5,509,-4,-4,-4,12,13,14,16,210,17,14,18,18,0,18,18,732,1,0,31000,18,19,18,1005,18,1840,18,18,18,30000,18,4888,-5,18,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,849,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,71,15,3,9,1,3,1,-4,9,3,2,0,3,510,99,99,98077,11,12,13,14,165,15,8,16,17,0,18,19,841,1,1,-2,19,14,19,2000,19,3190,19,-5,19,138775,19,6460,19,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5658,6076,1,1,72,19,3,13,5,3,2,808,13,3,0,0,3,505,91,84,80538,15,16,16,16,155,16,7,16,16,0,16,16,711,1,0,28500,16,11,16,2035,16,1542,16,16,16,13000,16,4050,16,16,44000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-2,-2,3,1,73,15,3,8,1,3,1,-4,8,4,0,0,1,510,64,71,81527,10,11,12,13,175,14,5,15,-5,0,16,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,16,18,11000,-5,-5,18,18,279816
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,74,19,3,13,5,3,2,1374,13,1,4,1,5,505,88,93,95536,13,13,13,14,180,14,14,14,14,0,14,14,641,1,0,-1,15,21,15,2180,15,1058,16,16,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,807,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5808,5042,1,1,75,17,3,10,5,3,2,660,10,5,0,0,3,504,65,68,83379,12,13,14,15,116,16,14,16,16,0,16,16,800,1,0,26000,16,16,16,1720,16,2280,16,16,16,38000,16,2058,16,16,40000
-4,-4,-4,-4,-4,-4,-4,-4,-4,689,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5658,6076,1,1,76,15,21,8,1,3,1,-4,8,5,3,0,1,601,27,31,42780,10,11,12,13,170,14,10,14,14,0,14,14,681,1,0,46000,14,10,14,1400,14,2450,14,14,14,24000,14,4240,14,14,37000
-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5550,5783,2,1,77,14,3,8,5,3,2,-4,8,4,0,0,0,503,60,84,96835,10,11,12,13,135,14,4,15,16,0,16,16,711,1,1,29000,16,7,16,1890,16,2550,16,16,16,47000,16,4350,16,16,95000
-4,-4,-4,-4,-4,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5589,5299,2,-4,78,21,6,15,5,3,2,584,15,5,0,0,3,504,78,88,85347,16,16,16,16,122,16,4,16,16,1,16,16,832,1,0,1400,16,6,16,768,16,128,16,16,16,0,16,0,16,-5,14657
-4,-4,-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5591,5587,2,-4,79,18,6,12,1,3,1,550,12,5,2,0,4,511,97,96,96084,14,15,16,17,170,18,7,18,18,0,18,18,711,1,1,74283,18,9,18,2695,18,2809,18,18,18,138775,18,5100,18,18,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,887,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5591,5587,2,1,80,15,12,8,1,3,1,-4,8,4,2,0,1,507,60,70,78759,10,11,12,-5,130,13,5,-5,-5,0,17,17,871,1,0,7000,17,10,17,1740,17,1035,17,17,17,12000,17,3570,17,17,13000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,669,697,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5793,5378,1,1,81,14,12,7,1,3,1,-4,7,4,2,0,1,509,21,21,29497,9,10,11,-5,165,13,4,14,14,0,14,14,641,1,0,3000,14,15,16,449,19,1758,19,19,19,16000,19,4338,19,-5,40000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,3589,5840,2,1,82,20,1,11,3,2,1,1750,12,8,0,0,2,511,1,2,2168,12,-5,-5,-5,175,12,3,12,-5,0,12,12,-4,-4,0,0,12,6,12,0,12,0,12,12,12,2300,12,400,12,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3957,5501,4,-4,83,18,1,9,3,2,1,5139,9,7,1,1,4,511,4,4,2366,9,9,9,9,184,9,5,9,9,0,9,-3,-4,-4,0,0,10,10,10,32,10,1560,10,10,10,0,10,0,10,10,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5082,6222,3,-4,84,15,1,8,3,2,1,-4,8,7,0,0,2,508,13,12,21008,10,10,10,10,184,10,6,12,12,0,12,12,-4,-4,0,0,12,6,12,0,12,0,12,12,12,900,12,0,12,12,0
-4,-4,-4,-4,-4,-4,-4,-4,757,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5355,6079,3,1,85,19,1,7,3,2,1,855,7,7,0,1,4,506,1,1,2427,7,7,7,7,139,7,8,7,-5,0,7,7,751,1,0,1050,7,9,7,0,10,0,11,11,-5,-5,11,0,11,11,0
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5380,5792,3,1,86,18,1,8,7,2,2,-3,8,3,0,1,2,501,1,3,7198,9,9,9,9,140,9,2,9,9,0,9,9,-4,-4,0,0,9,2,9,495,9,945,9,9,9,10000,9,4520,9,9,14000
-4,-4,-4,-4,-4,-4,172,667,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5430,5420,1,1,87,15,1,9,3,2,1,-4,9,7,0,0,0,508,2,3,12463,11,12,12,-5,170,12,3,12,12,0,12,12,632,1,0,18000,12,8,12,1938,12,1680,12,12,12,8000,12,8180,12,12,17000
-4,-4,-4,-4,-4,-4,-4,-4,708,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5526,6070,2,0,88,21,1,12,3,2,1,1000,12,2,0,1,4,600,88,92,80798,16,16,16,16,156,16,7,16,16,1,16,16,701,1,1,22000,16,9,16,2240,16,1920,16,16,16,23100,16,4000,16,16,24000
-4,-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5101,6059,4,1,89,20,1,13,7,2,2,1172,13,5,0,0,4,507,84,80,84980,15,16,16,16,130,16,8,16,16,1,16,16,711,1,0,31000,16,8,16,1260,16,2052,16,16,16,41000,16,4149,16,16,62000
-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5591,5587,2,1,90,20,22,14,1,3,1,400,14,5,0,0,3,511,74,89,80298,16,16,16,16,156,16,6,16,16,0,16,16,711,1,0,42000,16,7,16,2080,16,2080,16,16,16,64000,16,4120,16,16,15000
-4,-4,-4,-4,-4,717,189,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5634,5679,2,1,91,15,22,8,5,3,2,-4,8,5,0,0,0,507,19,15,22823,10,11,12,13,136,14,2,15,16,0,16,16,322,1,1,19000,16,7,16,1560,16,920,16,16,16,34000,16,3680,-5,16,30000
-4,-4,-4,-4,879,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5139,5110,3,1,92,16,3,9,5,3,2,450,9,4,1,0,1,411,33,37,44375,11,12,12,12,140,12,3,12,12,0,12,12,871,1,0,2500,12,5,12,940,12,280,12,12,12,4000,12,3150,12,12,25000
-4,-4,-4,-4,-4,-4,-4,778,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5682,5789,1,-4,93,14,22,7,1,3,1,-4,7,4,0,0,1,509,15,18,28438,9,10,11,12,154,12,4,12,12,0,12,12,870,1,0,19000,12,8,12,1760,12,2082,12,12,12,22000,12,4120,12,12,80365
-4,-4,-4,-4,-4,877,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4566,5617,2,1,94,22,29,10,1,3,1,1865,10,4,0,0,6,508,-4,-4,-4,10,10,10,10,155,10,6,10,10,-5,-5,10,880,1,0,24000,10,6,10,1560,10,2016,10,10,10,27000,-5,-5,10,10,42000
-4,-4,-4,-4,-4,628,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5849,4887,2,1,95,18,12,12,5,3,2,1712,12,4,0,0,3,505,27,26,34573,12,12,12,12,127,12,4,12,12,0,12,12,601,1,0,200,12,6,12,864,12,795,12,12,12,11000,12,3445,12,12,30000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,838,838,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5442,5231,2,-4,96,17,6,11,6,3,2,1718,11,1,0,1,6,504,36,32,36772,12,12,12,12,134,12,12,12,12,1,12,12,831,2,0,18000,12,14,12,1910,12,1880,12,12,12,23000,12,3920,12,12,21500
-4,-4,-4,839,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5793,5378,1,1,97,21,11,9,5,3,2,2520,12,1,0,0,1,506,60,65,59411,12,12,12,12,135,12,5,12,12,0,12,12,832,1,0,29000,12,5,12,1408,12,1728,12,12,12,38000,12,2944,14,14,49000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1819,5746,4,1,98,21,3,13,6,3,2,2662,13,1,1,0,4,503,72,71,69552,13,13,13,13,150,13,8,13,13,0,13,13,-4,-4,0,0,13,8,13,0,13,0,13,13,13,0,13,0,13,13,0
-4,-4,-4,-4,657,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5894,5157,1,0,99,21,5,14,5,3,2,2800,14,4,0,0,2,-5,-4,-4,-5,-5,14,-5,-5,140,14,3,14,14,0,14,14,630,1,0,1000,14,5,14,324,14,576,14,14,14,600,14,729,14,14,9000
-4,-4,-4,-4,-4,-4,-4,-4,927,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,5754,3477,3,-4,100,15,22,8,5,3,2,-4,8,2,0,0,3,504,35,29,40421,9,9,9,-5,127,9,6,9,12,1,12,12,931,2,0,18500,12,10,12,990,12,2184,12,12,12,32000,12,3465,12,12,58000
-4,-4,-4,-4,157,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5591,5587,2,-4,101,20,12,14,1,3,1,1259,14,5,0,0,2,506,74,93,87368,16,17,17,19,175,19,3,19,19,0,19,19,281,1,0,41652,19,5,19,2115,19,2950,19,19,19,57000,19,6903,-5,-5,-5
-4,-4,927,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5758,5500,2,-4,102,14,12,8,5,3,2,-4,8,5,0,0,0,501,40,50,56649,10,11,12,13,140,14,1,15,15,0,15,16,901,2,0,17000,16,3,16,1680,16,1610,16,16,16,-1,16,4160,-5,16,-1
-4,-4,-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5649,5273,2,-4,103,20,22,14,1,3,1,1415,14,3,0,0,4,511,65,84,76421,15,16,16,17,190,18,8,18,18,0,18,18,711,1,0,32000,18,9,18,1961,18,1998,18,18,18,45000,18,3520,18,18,68000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5752,5574,1,-4,104,20,12,12,5,3,2,2386,12,3,0,0,2,509,41,50,48175,12,12,12,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,12,12,45000,12,4782,12,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,718,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3961,5697,4,1,105,20,22,12,6,3,2,3228,12,3,1,1,5,507,93,85,81787,12,12,12,12,155,12,6,12,12,0,12,12,712,1,0,21400,12,10,12,2130,12,1855,12,12,12,27000,12,1415,12,-5,40000
-4,-4,-4,-4,888,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5478,5710,2,1,106,18,22,11,1,3,1,1220,11,3,0,0,2,510,98,94,87651,13,14,15,16,185,16,5,16,16,0,16,16,882,1,0,35000,16,5,16,2070,16,2080,16,16,16,53000,16,4680,16,16,105000
-4,-4,848,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5421,5596,3,0,107,17,6,10,1,3,1,660,10,5,0,0,1,509,67,58,65347,12,12,13,14,154,14,2,15,16,0,16,16,861,1,1,22900,16,3,16,1920,16,1720,16,16,16,35000,16,4066,16,16,43000
-4,-4,-4,-4,-4,-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5380,5792,3,0,108,20,29,14,1,3,1,1559,14,5,0,0,2,508,99,93,96818,16,16,16,17,150,18,4,19,20,0,20,20,711,1,0,16000,20,10,20,636,20,2000,20,20,20,15000,20,5400,20,20,0
-4,-4,-4,-4,717,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,109,16,3,-3,5,3,2,0,10,4,0,0,2,507,46,50,57445,12,12,12,12,135,12,5,12,12,0,12,12,711,1,0,28000,12,5,12,1368,12,2052,12,12,12,40300,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,707,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5130,5731,2,1,110,21,5,12,1,3,1,1410,12,6,0,1,3,600,75,75,64697,12,12,12,12,160,12,6,13,13,0,13,13,-3,1,0,34000,13,8,13,2200,13,1840,13,13,13,47500,13,4320,13,13,115000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5682,5789,1,1,111,19,5,-3,5,3,2,2650,12,6,0,0,3,500,33,42,46195,12,12,12,12,132,12,3,12,12,0,12,12,-4,-4,0,0,12,4,12,0,12,1134,12,12,12,11000,12,3996,12,12,36000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,449,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5302,5879,1,1,112,15,3,8,5,3,2,-4,8,6,0,0,1,508,28,32,39529,10,11,11,11,130,11,9,11,11,0,11,11,442,1,0,19000,11,16,11,1640,11,1392,11,11,11,10000,11,1600,-5,11,7000
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,113,16,22,-3,1,3,1,192,9,4,6,0,3,510,63,59,64537,10,12,12,12,180,12,3,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,398,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,114,22,22,12,1,3,1,3050,12,4,0,0,1,510,76,73,75984,12,12,12,12,190,12,3,-5,12,-5,-5,12,392,1,1,44500,12,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,115,18,3,12,5,3,2,2240,12,5,0,0,2,506,59,80,85492,13,14,15,16,130,16,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,116,15,3,8,5,3,2,-4,8,5,0,0,0,507,50,55,62654,10,11,12,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
